scope	status	symbol	expected_crc	expected_provider	actual
candidate-builtin	ok	__trace_bprintk	c72e1233	vmlinux+__crc+__ksymtab	symvers=c72e1233@vmlinux[line=6446];vmlinux=c72e1233@__crc___trace_bprintk[line=38385];ksymtab=1
candidate-builtin	ok	__udelay	9e7d6bd0	vmlinux+__crc+__ksymtab	symvers=9e7d6bd0@vmlinux[line=5316];vmlinux=9e7d6bd0@__crc___udelay[line=38419];ksymtab=1
candidate-builtin	ok	__wake_up	65345022	vmlinux+__crc+__ksymtab	symvers=65345022@vmlinux[line=6867];vmlinux=65345022@__crc___wake_up[line=38430];ksymtab=1
candidate-builtin	ok	_raw_spin_lock_bh	f6f0ffed	vmlinux+__crc+__ksymtab	symvers=f6f0ffed@vmlinux[line=28];vmlinux=f6f0ffed@__crc__raw_spin_lock_bh[line=38464];ksymtab=1
candidate-builtin	ok	_raw_spin_lock_irqsave	96220280	vmlinux+__crc+__ksymtab	symvers=96220280@vmlinux[line=2444];vmlinux=96220280@__crc__raw_spin_lock_irqsave[line=38466];ksymtab=1
candidate-builtin	ok	_raw_spin_trylock	305cec12	vmlinux+__crc+__ksymtab	symvers=305cec12@vmlinux[line=4334];vmlinux=305cec12@__crc__raw_spin_trylock[line=38467];ksymtab=1
candidate-builtin	ok	_raw_spin_unlock_bh	abbbd444	vmlinux+__crc+__ksymtab	symvers=abbbd444@vmlinux[line=1839];vmlinux=abbbd444@__crc__raw_spin_unlock_bh[line=38470];ksymtab=1
candidate-builtin	ok	_raw_spin_unlock_irqrestore	97fdbab9	vmlinux+__crc+__ksymtab	symvers=97fdbab9@vmlinux[line=7035];vmlinux=97fdbab9@__crc__raw_spin_unlock_irqrestore[line=38472];ksymtab=1
candidate-builtin	ok	add_timer	d9605d4c	vmlinux+__crc+__ksymtab	symvers=d9605d4c@vmlinux[line=2114];vmlinux=d9605d4c@__crc_add_timer[line=38514];ksymtab=1
candidate-builtin	ok	aed_combo_exception_api	4af93671	vmlinux+__crc+__ksymtab	symvers=4af93671@vmlinux[line=3739];vmlinux=4af93671@__crc_aed_combo_exception_api[line=38528];ksymtab=1
candidate-builtin	ok	aee_kernel_dal_api	9ba9c773	vmlinux+__crc+__ksymtab	symvers=9ba9c773@vmlinux[line=6483];vmlinux=9ba9c773@__crc_aee_kernel_dal_api[line=38533];ksymtab=1
candidate-builtin	ok	aee_kernel_warning_api	1042540f	vmlinux+__crc+__ksymtab	symvers=1042540f@vmlinux[line=336];vmlinux=1042540f@__crc_aee_kernel_warning_api[line=38536];ksymtab=1
candidate-builtin	ok	alarm_cancel	3d3e4814	vmlinux+__crc+__ksymtab	symvers=3d3e4814@vmlinux[line=6846];vmlinux=3d3e4814@__crc_alarm_cancel[line=38548];ksymtab=1
candidate-builtin	ok	alarm_init	9463cf28	vmlinux+__crc+__ksymtab	symvers=9463cf28@vmlinux[line=1667];vmlinux=9463cf28@__crc_alarm_init[line=38552];ksymtab=1
candidate-builtin	ok	alarm_start_relative	9bcbc8c0	vmlinux+__crc+__ksymtab	symvers=9bcbc8c0@vmlinux[line=5045];vmlinux=9bcbc8c0@__crc_alarm_start_relative[line=38555];ksymtab=1
candidate-builtin	ok	alloc_netdev_mqs	d2076e5e	vmlinux+__crc+__ksymtab	symvers=d2076e5e@vmlinux[line=3629];vmlinux=d2076e5e@__crc_alloc_netdev_mqs[line=38570];ksymtab=1
candidate-builtin	ok	cancel_delayed_work	416f25b6	vmlinux+__crc+__ksymtab	symvers=416f25b6@vmlinux[line=3521];vmlinux=416f25b6@__crc_cancel_delayed_work[line=38961];ksymtab=1
candidate-builtin	ok	cancel_delayed_work_sync	5528d259	vmlinux+__crc+__ksymtab	symvers=5528d259@vmlinux[line=3092];vmlinux=5528d259@__crc_cancel_delayed_work_sync[line=38962];ksymtab=1
candidate-builtin	ok	capable	c6cbbc89	vmlinux+__crc+__ksymtab	symvers=c6cbbc89@vmlinux[line=3900];vmlinux=c6cbbc89@__crc_capable[line=38965];ksymtab=1
candidate-builtin	ok	cdev_add	203a041c	vmlinux+__crc+__ksymtab	symvers=203a041c@vmlinux[line=4534];vmlinux=203a041c@__crc_cdev_add[line=38974];ksymtab=1
candidate-builtin	ok	cdev_del	b502391b	vmlinux+__crc+__ksymtab	symvers=b502391b@vmlinux[line=6993];vmlinux=b502391b@__crc_cdev_del[line=38976];ksymtab=1
candidate-builtin	ok	cdev_init	fb1beebb	vmlinux+__crc+__ksymtab	symvers=fb1beebb@vmlinux[line=1303];vmlinux=fb1beebb@__crc_cdev_init[line=38977];ksymtab=1
candidate-builtin	ok	cfg80211_connect_result	16cd9cf6	vmlinux+__crc+__ksymtab	symvers=16cd9cf6@vmlinux[line=3085];vmlinux=16cd9cf6@__crc_cfg80211_connect_result[line=38995];ksymtab=1
candidate-builtin	ok	cfg80211_del_sta	54600711	vmlinux+__crc+__ksymtab	symvers=54600711@vmlinux[line=3707];vmlinux=54600711@__crc_cfg80211_del_sta[line=39000];ksymtab=1
candidate-builtin	ok	cfg80211_disconnected	7475ebbb	vmlinux+__crc+__ksymtab	symvers=7475ebbb@vmlinux[line=5911];vmlinux=7475ebbb@__crc_cfg80211_disconnected[line=39001];ksymtab=1
candidate-builtin	ok	cfg80211_find_ie	7fe1a403	vmlinux+__crc+__ksymtab	symvers=7fe1a403@vmlinux[line=1866];vmlinux=7fe1a403@__crc_cfg80211_find_ie[line=39002];ksymtab=1
candidate-builtin	ok	cfg80211_ft_event	869cf998	vmlinux+__crc+__ksymtab	symvers=869cf998@vmlinux[line=6029];vmlinux=869cf998@__crc_cfg80211_ft_event[line=39004];ksymtab=1
candidate-builtin	ok	cfg80211_get_bss	513f5d02	vmlinux+__crc+__ksymtab	symvers=513f5d02@vmlinux[line=4049];vmlinux=513f5d02@__crc_cfg80211_get_bss[line=39005];ksymtab=1
candidate-builtin	ok	cfg80211_inform_bss_width	66ee44ad	vmlinux+__crc+__ksymtab	symvers=66ee44ad@vmlinux[line=3572];vmlinux=66ee44ad@__crc_cfg80211_inform_bss_width[line=39011];ksymtab=1
candidate-builtin	ok	cfg80211_inform_bss_width_frame	a9f3a530	vmlinux+__crc+__ksymtab	symvers=a9f3a530@vmlinux[line=4276];vmlinux=a9f3a530@__crc_cfg80211_inform_bss_width_frame[line=39012];ksymtab=1
candidate-builtin	ok	cfg80211_mgmt_tx_status	da913a9e	vmlinux+__crc+__ksymtab	symvers=da913a9e@vmlinux[line=6647];vmlinux=da913a9e@__crc_cfg80211_mgmt_tx_status[line=39014];ksymtab=1
candidate-builtin	ok	cfg80211_michael_mic_failure	21c95d93	vmlinux+__crc+__ksymtab	symvers=21c95d93@vmlinux[line=7625];vmlinux=21c95d93@__crc_cfg80211_michael_mic_failure[line=39015];ksymtab=1
candidate-builtin	ok	cfg80211_new_sta	b25e51ec	vmlinux+__crc+__ksymtab	symvers=b25e51ec@vmlinux[line=4674];vmlinux=b25e51ec@__crc_cfg80211_new_sta[line=39016];ksymtab=1
candidate-builtin	ok	cfg80211_pmksa_candidate_notify	b8b3264d	vmlinux+__crc+__ksymtab	symvers=b8b3264d@vmlinux[line=6523];vmlinux=b8b3264d@__crc_cfg80211_pmksa_candidate_notify[line=39018];ksymtab=1
candidate-builtin	ok	cfg80211_put_bss	69fa3142	vmlinux+__crc+__ksymtab	symvers=69fa3142@vmlinux[line=1626];vmlinux=69fa3142@__crc_cfg80211_put_bss[line=39020];ksymtab=1
candidate-builtin	ok	cfg80211_ready_on_channel	2533f672	vmlinux+__crc+__ksymtab	symvers=2533f672@vmlinux[line=2604];vmlinux=2533f672@__crc_cfg80211_ready_on_channel[line=39022];ksymtab=1
candidate-builtin	ok	cfg80211_remain_on_channel_expired	8e1f0594	vmlinux+__crc+__ksymtab	symvers=8e1f0594@vmlinux[line=1755];vmlinux=8e1f0594@__crc_cfg80211_remain_on_channel_expired[line=39025];ksymtab=1
candidate-builtin	ok	cfg80211_roamed_bss	ccfb0457	vmlinux+__crc+__ksymtab	symvers=ccfb0457@vmlinux[line=3621];vmlinux=ccfb0457@__crc_cfg80211_roamed_bss[line=39029];ksymtab=1
candidate-builtin	ok	cfg80211_rx_mgmt	a31ac49f	vmlinux+__crc+__ksymtab	symvers=a31ac49f@vmlinux[line=3286];vmlinux=a31ac49f@__crc_cfg80211_rx_mgmt[line=39031];ksymtab=1
candidate-builtin	ok	cfg80211_scan_done	7f5a3bab	vmlinux+__crc+__ksymtab	symvers=7f5a3bab@vmlinux[line=6157];vmlinux=7f5a3bab@__crc_cfg80211_scan_done[line=39036];ksymtab=1
candidate-builtin	ok	cfg80211_sched_scan_results	47542f54	vmlinux+__crc+__ksymtab	symvers=47542f54@vmlinux[line=701];vmlinux=47542f54@__crc_cfg80211_sched_scan_results[line=39037];ksymtab=1
candidate-builtin	ok	cfg80211_sched_scan_stopped	393c72f2	vmlinux+__crc+__ksymtab	symvers=393c72f2@vmlinux[line=4043];vmlinux=393c72f2@__crc_cfg80211_sched_scan_stopped[line=39038];ksymtab=1
candidate-builtin	ok	cfg80211_tdls_oper_request	99d48883	vmlinux+__crc+__ksymtab	symvers=99d48883@vmlinux[line=3557];vmlinux=99d48883@__crc_cfg80211_tdls_oper_request[line=39042];ksymtab=1
candidate-builtin	ok	cfg80211_unlink_bss	b2dde6cd	vmlinux+__crc+__ksymtab	symvers=b2dde6cd@vmlinux[line=1359];vmlinux=b2dde6cd@__crc_cfg80211_unlink_bss[line=39044];ksymtab=1
candidate-builtin	ok	cfg80211_vendor_cmd_reply	00e62678	vmlinux+__crc+__ksymtab	symvers=00e62678@vmlinux[line=2855];vmlinux=00e62678@__crc_cfg80211_vendor_cmd_reply[line=39046];ksymtab=1
candidate-builtin	ok	class_destroy	a9965990	vmlinux+__crc+__ksymtab	symvers=a9965990@vmlinux[line=2866];vmlinux=a9965990@__crc_class_destroy[line=39057];ksymtab=1
candidate-builtin	ok	clear_bit	a87cf413	vmlinux+__crc+__ksymtab	symvers=a87cf413@vmlinux[line=4484];vmlinux=a87cf413@__crc_clear_bit[line=39069];ksymtab=1
candidate-builtin	ok	clk_disable	d01984d3	vmlinux+__crc+__ksymtab	symvers=d01984d3@vmlinux[line=4994];vmlinux=d01984d3@__crc_clk_disable[line=39077];ksymtab=1
candidate-builtin	ok	clk_enable	6c8748dc	vmlinux+__crc+__ksymtab	symvers=6c8748dc@vmlinux[line=517];vmlinux=6c8748dc@__crc_clk_enable[line=39079];ksymtab=1
candidate-builtin	ok	clk_prepare	a47ab77e	vmlinux+__crc+__ksymtab	symvers=a47ab77e@vmlinux[line=6986];vmlinux=a47ab77e@__crc_clk_prepare[line=39095];ksymtab=1
candidate-builtin	ok	clk_unprepare	df5321ae	vmlinux+__crc+__ksymtab	symvers=df5321ae@vmlinux[line=6014];vmlinux=df5321ae@__crc_clk_unprepare[line=39112];ksymtab=1
candidate-builtin	ok	complete	bdbc13a1	vmlinux+__crc+__ksymtab	symvers=bdbc13a1@vmlinux[line=1562];vmlinux=bdbc13a1@__crc_complete[line=39148];ksymtab=1
candidate-builtin	ok	complete_all	86ea4d38	vmlinux+__crc+__ksymtab	symvers=86ea4d38@vmlinux[line=7639];vmlinux=86ea4d38@__crc_complete_all[line=39149];ksymtab=1
candidate-builtin	ok	completion_done	ceb1717d	vmlinux+__crc+__ksymtab	symvers=ceb1717d@vmlinux[line=5139];vmlinux=ceb1717d@__crc_completion_done[line=39152];ksymtab=1
candidate-builtin	ok	connectivity_export_clk_buf_ctrl	4d0ae244	vmlinux+__crc+__ksymtab	symvers=4d0ae244@vmlinux[line=7571];vmlinux=4d0ae244@__crc_connectivity_export_clk_buf_ctrl[line=39177];ksymtab=1
candidate-builtin	ok	connectivity_export_dump_thread_state	dced65b2	vmlinux+__crc+__ksymtab	symvers=dced65b2@vmlinux[line=4808];vmlinux=dced65b2@__crc_connectivity_export_dump_thread_state[line=39178];ksymtab=1
candidate-builtin	ok	connectivity_export_mmc_io_rw_direct	20b5b7e4	vmlinux+__crc+__ksymtab	symvers=20b5b7e4@vmlinux[line=2902];vmlinux=20b5b7e4@__crc_connectivity_export_mmc_io_rw_direct[line=39179];ksymtab=1
candidate-builtin	ok	connectivity_export_pmic_config_interface	9f50e6a6	vmlinux+__crc+__ksymtab	symvers=9f50e6a6@vmlinux[line=4194];vmlinux=9f50e6a6@__crc_connectivity_export_pmic_config_interface[line=39183];ksymtab=1
candidate-builtin	ok	connectivity_export_pmic_read_interface	179cf9a8	vmlinux+__crc+__ksymtab	symvers=179cf9a8@vmlinux[line=7301];vmlinux=179cf9a8@__crc_connectivity_export_pmic_read_interface[line=39184];ksymtab=1
candidate-builtin	ok	connectivity_export_pmic_set_register_value	a1a871b6	vmlinux+__crc+__ksymtab	symvers=a1a871b6@vmlinux[line=1526];vmlinux=a1a871b6@__crc_connectivity_export_pmic_set_register_value[line=39185];ksymtab=1
candidate-builtin	ok	connectivity_export_show_stack	0b9a1641	vmlinux+__crc+__ksymtab	symvers=0b9a1641@vmlinux[line=6985];vmlinux=0b9a1641@__crc_connectivity_export_show_stack[line=39186];ksymtab=1
candidate-builtin	ok	connectivity_export_slp_get_wake_reason	ed0dca64	vmlinux+__crc+__ksymtab	symvers=ed0dca64@vmlinux[line=2394];vmlinux=ed0dca64@__crc_connectivity_export_slp_get_wake_reason[line=39187];ksymtab=1
candidate-builtin	ok	connectivity_export_spm_get_last_wakeup_src	0da16274	vmlinux+__crc+__ksymtab	symvers=0da16274@vmlinux[line=5415];vmlinux=0da16274@__crc_connectivity_export_spm_get_last_wakeup_src[line=39188];ksymtab=1
candidate-builtin	ok	connectivity_export_tracing_record_cmdline	5d0e3a94	vmlinux+__crc+__ksymtab	symvers=5d0e3a94@vmlinux[line=1873];vmlinux=5d0e3a94@__crc_connectivity_export_tracing_record_cmdline[line=39189];ksymtab=1
candidate-builtin	ok	consume_skb	b87fdef5	vmlinux+__crc+__ksymtab	symvers=b87fdef5@vmlinux[line=4905];vmlinux=b87fdef5@__crc_consume_skb[line=39200];ksymtab=1
candidate-builtin	ok	copy_from_iter	f589d785	vmlinux+__crc+__ksymtab	symvers=f589d785@vmlinux[line=4966];vmlinux=f589d785@__crc_copy_from_iter[line=39204];ksymtab=1
candidate-builtin	ok	crc32_le	393d4de9	vmlinux+__crc+__ksymtab	symvers=393d4de9@vmlinux[line=3725];vmlinux=393d4de9@__crc_crc32_le[line=39298];ksymtab=1
candidate-builtin	ok	del_timer	cca27eeb	vmlinux+__crc+__ksymtab	symvers=cca27eeb@vmlinux[line=3304];vmlinux=cca27eeb@__crc_del_timer[line=39507];ksymtab=1
candidate-builtin	ok	del_timer_sync	6f0036d9	vmlinux+__crc+__ksymtab	symvers=6f0036d9@vmlinux[line=408];vmlinux=6f0036d9@__crc_del_timer_sync[line=39508];ksymtab=1
candidate-builtin	ok	delayed_work_timer_fn	6b06fdce	vmlinux+__crc+__ksymtab	symvers=6b06fdce@vmlinux[line=2978];vmlinux=6b06fdce@__crc_delayed_work_timer_fn[line=39509];ksymtab=1
candidate-builtin	ok	destroy_workqueue	8c03d20c	vmlinux+__crc+__ksymtab	symvers=8c03d20c@vmlinux[line=4251];vmlinux=8c03d20c@__crc_destroy_workqueue[line=39520];ksymtab=1
candidate-builtin	ok	dev_get_by_name	27e0a5f9	vmlinux+__crc+__ksymtab	symvers=27e0a5f9@vmlinux[line=4493];vmlinux=27e0a5f9@__crc_dev_get_by_name[line=39544];ksymtab=1
candidate-builtin	ok	device_create	3cc76f97	vmlinux+__crc+__ksymtab	symvers=3cc76f97@vmlinux[line=1203];vmlinux=3cc76f97@__crc_device_create[line=39610];ksymtab=1
candidate-builtin	ok	device_destroy	910b0592	vmlinux+__crc+__ksymtab	symvers=910b0592@vmlinux[line=2960];vmlinux=910b0592@__crc_device_destroy[line=39616];ksymtab=1
candidate-builtin	ok	devm_clk_get	bf08b43d	vmlinux+__crc+__ksymtab	symvers=bf08b43d@vmlinux[line=2401];vmlinux=bf08b43d@__crc_devm_clk_get[line=39651];ksymtab=1
candidate-builtin	ok	devm_pinctrl_get	50904256	vmlinux+__crc+__ksymtab	symvers=50904256@vmlinux[line=3958];vmlinux=50904256@__crc_devm_pinctrl_get[line=39676];ksymtab=1
candidate-builtin	ok	devm_pinctrl_put	cf174110	vmlinux+__crc+__ksymtab	symvers=cf174110@vmlinux[line=3962];vmlinux=cf174110@__crc_devm_pinctrl_put[line=39677];ksymtab=1
candidate-builtin	ok	disable_irq_nosync	27bbf221	vmlinux+__crc+__ksymtab	symvers=27bbf221@vmlinux[line=5907];vmlinux=27bbf221@__crc_disable_irq_nosync[line=39729];ksymtab=1
candidate-builtin	ok	dma_ops	2a69fbf4	vmlinux+__crc+__ksymtab	symvers=2a69fbf4@vmlinux[line=5402];vmlinux=2a69fbf4@__crc_dma_ops[line=39844];ksymtab=1
candidate-builtin	ok	do_gettimeofday	4f68e5c9	vmlinux+__crc+__ksymtab	symvers=4f68e5c9@vmlinux[line=6506];vmlinux=4f68e5c9@__crc_do_gettimeofday[line=39861];ksymtab=1
candidate-builtin	ok	down	360ff19f	vmlinux+__crc+__ksymtab	symvers=360ff19f@vmlinux[line=6260];vmlinux=360ff19f@__crc_down[line=39870];ksymtab=1
candidate-builtin	ok	down_interruptible	fa91eb38	vmlinux+__crc+__ksymtab	symvers=fa91eb38@vmlinux[line=2490];vmlinux=fa91eb38@__crc_down_interruptible[line=39871];ksymtab=1
candidate-builtin	ok	down_read_trylock	c25765b8	vmlinux+__crc+__ksymtab	symvers=c25765b8@vmlinux[line=6047];vmlinux=c25765b8@__crc_down_read_trylock[line=39874];ksymtab=1
candidate-builtin	ok	down_timeout	f4aa93f1	vmlinux+__crc+__ksymtab	symvers=f4aa93f1@vmlinux[line=7189];vmlinux=f4aa93f1@__crc_down_timeout[line=39875];ksymtab=1
candidate-builtin	ok	down_trylock	8974c179	vmlinux+__crc+__ksymtab	symvers=8974c179@vmlinux[line=1644];vmlinux=8974c179@__crc_down_trylock[line=39876];ksymtab=1
candidate-builtin	ok	down_write	404d62b9	vmlinux+__crc+__ksymtab	symvers=404d62b9@vmlinux[line=2059];vmlinux=404d62b9@__crc_down_write[line=39877];ksymtab=1
candidate-builtin	ok	emi_mpu_set_region_protection	c960739b	vmlinux+__crc+__ksymtab	symvers=c960739b@vmlinux[line=3197];vmlinux=c960739b@__crc_emi_mpu_set_region_protection[line=39980];ksymtab=1
candidate-builtin	ok	enable_irq	fcec0987	vmlinux+__crc+__ksymtab	symvers=fcec0987@vmlinux[line=5471];vmlinux=fcec0987@__crc_enable_irq[line=39985];ksymtab=1
candidate-builtin	ok	eth_type_trans	5f12889f	vmlinux+__crc+__ksymtab	symvers=5f12889f@vmlinux[line=6224];vmlinux=5f12889f@__crc_eth_type_trans[line=40006];ksymtab=1
candidate-builtin	ok	ether_setup	daa50c58	vmlinux+__crc+__ksymtab	symvers=daa50c58@vmlinux[line=864];vmlinux=daa50c58@__crc_ether_setup[line=40008];ksymtab=1
candidate-builtin	ok	fb_register_client	80d68d3e	vmlinux+__crc+__ksymtab	symvers=80d68d3e@vmlinux[line=7478];vmlinux=80d68d3e@__crc_fb_register_client[line=40075];ksymtab=1
candidate-builtin	ok	fb_unregister_client	b12cbacb	vmlinux+__crc+__ksymtab	symvers=b12cbacb@vmlinux[line=6024];vmlinux=b12cbacb@__crc_fb_unregister_client[line=40080];ksymtab=1
candidate-builtin	ok	filp_close	98c2a45a	vmlinux+__crc+__ksymtab	symvers=98c2a45a@vmlinux[line=850];vmlinux=98c2a45a@__crc_filp_close[line=40139];ksymtab=1
